conversation_id,customer_tweet_id,brand_tweet_id,customer_message,brand_response,created_at,source_tweet_ids
conv_1254205,1254204,1254203,@AmazonHelp can y’all just delete the account or ??,@414190 Have you checked your spam folders for any emails from an Account Specialist? ^KM,Thu Oct 26 06:24:52 +0000 2017,1254204;1254203
conv_1254551,1254553,1254554,"@AmazonHelp Sir, already 24 hrs has passed and no one has contacted me yet, i am running out of patience now.","@414267 In case a mail hasn't arrived, we would request you to wait for the same. (2/2) ^CB",Thu Oct 26 10:11:49 +0000 2017,1254553;1254554
conv_1254589,1254589,1254588,@115850 I received 4 emails thanking me for reviews I never wrote of the products I never bought. https://t.co/pe7QijiJTw,"@414274 That's strange, please connect with our support team here: https://t.co/2t6DQoUmNZ for further assistance on it. ^RW",Tue Oct 17 08:35:25 +0000 2017,1254589;1254588
conv_1254616,1254616,1254615,yo amazon you wanna ship mario odyssey yet,@348952 When is your delivery estimate? ^AS,Thu Oct 26 06:41:44 +0000 2017,1254616;1254615
conv_1255427,1255421,1255418,"@AmazonHelp I'd purchased a gift card for Amazon which made up the majority of the order, I wanted a refund but not by gift card as wanted to purchase elsewhere, but was told I couldn't and was promised an email from supervisor as one wasn't available at the time?! and have received nothing?",@414365 I'm afraid we're unable to refund a separate payment than what was used on the order. ^BG,Tue Nov 21 16:53:14 +0000 2017,1255421;1255418
conv_1255429,1255428,1255427,"@AmazonHelp By you, I just want it sorted out. I spoke to website this morning and a supervisor was supposed to email me? Nothing recd","@414365 Hi Malcolm, really sorry for the frustration this has caused! When you contacted us this morning, what information were you given? Let me know. ^JC",Tue Nov 21 15:12:02 +0000 2017,1255428;1255427
conv_1255666,1255666,1255665,@115850 i have purchased Iph 6 from u and the charging adapter i have got is not working as it is not orgnl as declrd by @AppleSupport,@414420 team here: https://t.co/vlvfJr4nN9 We’ll look into it. 2/2 ^SB,Thu Oct 26 07:07:59 +0000 2017,1255666;1255665
conv_1255693,1255695,1255699,"@AmazonHelp Still no show from your delivery partner, despite many communications with customer representative delivery partner did not call us.",@414422 earlier here: https://t.co/u0xvUzhZ9j ? (2/2) ^MO,Thu Oct 26 13:57:38 +0000 2017,1255695;1255699
conv_1255696,1255696,1255693,@115850 no sense of having prime membership but never get shipments on time. no communication from Amazon or seller or delivery partners.,@414422 Sorry to know about the delay. Please connect with us here: https://t.co/00q4Sqj9zL and we'll check this. ^KA,Thu Oct 26 06:41:14 +0000 2017,1255696;1255693
conv_1255706,1255706,1255705,Hey @115821 I love you! I can’t stop buying stuff for such good price!,@348205 Shucks... we love you too :) We don't say that very often ;)^AS,Thu Oct 26 07:03:59 +0000 2017,1255706;1255705
conv_1256134,1256134,1256133,My @115821 shopping app updated yesterday to the US version. I accidentally signed up to Prime in the US. Must remember to cancel it.,@414503 Sorry to hear this. You can cancel Prime on https://t.co/nUUp5MLhYl here: http:https://t.co/WejH9RBhxW ^PK,Thu Oct 26 07:25:06 +0000 2017,1256134;1256133
conv_1256144,1256145,1256147,@AmazonHelp Thank you. Email sent.,"@414506 You're welcome, thanks for contacting us! ^JJ",Thu Oct 26 07:32:10 +0000 2017,1256145;1256147
conv_1257058,1257059,1257061,@AmazonHelp No I haven’t. Is it too late to talk to someone on a chat?,"@414570 Not at all, please reach out on that link for assistance. ^RS",Mon Oct 16 04:45:36 +0000 2017,1257059;1257061
conv_1257461,1257461,1257459,@UPSHelp  @115821  disappointed!!!! Got 1 out of three.. where my aimbo charger...,"@414664 Hi, sorry to hear that. What's the current status of the tracking: https://t.co/Y5jpI9gRhE? ^JJ",Thu Oct 26 07:37:49 +0000 2017,1257461;1257459
conv_1257474,1257473,1257472,"@AmazonHelp Ok, I will delete this image, thanks for taking care of our privacy.",@414666 You're most welcome. Appreciate the cooperation. ^AB,Thu Oct 26 07:35:51 +0000 2017,1257473;1257472
conv_1257477,1257477,1257476,@115821 THIS IS NOT WHAT I ORDERED BUT IM NOT COMPLAINING https://t.co/FYHrQXsZbR,@414667 Sorry about this but they are two very cute kittens 🐱🐱^KM,Thu Oct 26 07:34:48 +0000 2017,1257477;1257476
conv_1257489,1257489,1257488,Saying this again... I LOVE @115821 #specificallyPRIME ❤️,@414671 Awww!! � 😍 Right back at ya!! ❤️ ^PK,Thu Oct 26 07:25:31 +0000 2017,1257489;1257488
conv_1257789,1257782,1257780,"@AmazonHelp Next day prime, I checked before I paid that it would be delivered on Friday, but as soon as the confirmation came through it said sat/sun.","@414739 I'm sorry to hear that, it's not what we want you to experience. Sometimes there are delays for unforeseen reasons ^AS",Thu Oct 26 07:49:44 +0000 2017,1257782;1257780
conv_1257980,1257980,1257979,"@AmazonHelp @115851  Pathetic Amazon services.
This was ordered for someone's birthday especially and Amazon ruined the whole surprise. https://t.co/vPnOuG46DT",@414784 Sorry to know about the rescheduled estimate. This usually doesn't happen. Please share your details (1/2) ^KA,Thu Oct 26 07:49:01 +0000 2017,1257980;1257979
conv_1257996,1257996,1257995,"@115850 Hi,

I ordered Iphone 6s on 15 Oct and you delivered by 22 just because of i am prime member kindly explain","@414787 Apologies. Have we missed the estimated date? You can check it here: https://t.co/pYHdlcj0Ot, keep us posted. ^HR",Thu Oct 26 07:43:11 +0000 2017,1257996;1257995
conv_1258015,1258016,1258018,@AmazonHelp means without complaint in email you will not act. GOOD TO KNOW THAT. DO U THINK IT IS RIGHT APPROACH.,@182213 out to us from the link shared above and we will assist you accordingly. (2/2)^HR,Thu Oct 26 08:31:54 +0000 2017,1258016;1258018
conv_1258215,1258216,1318939,@115821 Your tracking is really wonky lately. The item i was told would be delayed till the 7th arrive today.,"@414830 Hi, I'm glad to hear that your item was delivered, sorry about the issue with the tracking. ^JJ",Fri Oct 27 08:39:23 +0000 2017,1258216;1318939
conv_1258248,1258248,1258246,"@115850 Ordered this @129764, It has started changing color when switched on. This is just unacceptable(1/2) https://t.co/t6klKkf4yw",@414836 Sorry for the disappointing experience. Kindly reach out to our support team here: https://t.co/2t6DQoUmNZ for help.^MM,Thu Oct 26 08:01:50 +0000 2017,1258248;1258246
conv_1258252,1258252,1258253,@115850 @AmazonHelp Order has been placed 2 days ago with online payment.Still items haven't dispatch yet.Expected after a week.Why such slow service?,@414837 Kindly get in touch with us here: https://t.co/Jr011mm7eq and we’ll be glad to help you. ^AG,Mon Oct 16 04:44:34 +0000 2017,1258252;1258253
conv_1258257,1258258,1258260,@AmazonHelp Morning - how do I do that? Also I can't call from the Sonos One... Nor do Flash briefings... Why?,"@328735 Hi,since more than one issue are occurring please contact us directly here so we may look into this: https://t.co/JzP7hlA23B ^CR",Thu Oct 26 08:24:03 +0000 2017,1258258;1258260
conv_1258283,1258285,1258286,@AmazonHelp When my issue will be resolved?,@414841 I understand your concern. Could you please confirm sharing your details through the secure link provided earlier? ^AP,Mon Oct 30 10:14:59 +0000 2017,1258285;1258286
conv_1258290,1258292,1258293,@AmazonHelp Be redirected to an alternative support URL (2/2),"@117824 No worries, we can offer advice on things and direct people to help pages but some issues need to be checked by an agent! ^JJ",Thu Oct 26 08:33:45 +0000 2017,1258292;1258293
conv_1258540,1258539,1258538,@115830 Just gone through the box and every single can has been dented!!!!!!!!!!!!! Not good enough,"@414892 Hi, I'm sorry to hear that. Please contact us via this link: https://t.co/JzP7hlA23B so an agent can look into this for you. ^JJ",Thu Oct 26 08:38:44 +0000 2017,1258539;1258538
conv_1258558,1258559,1258560,"@AmazonHelp Yes I have, how hard is it to check the same?",@414894 Then I request you to wait for our team to write back to your correspondence. Appreciate your understanding. ^SF,Tue Oct 31 02:50:16 +0000 2017,1258559;1258560
conv_1258636,1258634,1258633,@AmazonHelp Are you really asking if I checked the tracking information?? 😂 yes the tracking info says that my package is delivered and ready for pickup,@414911 Please reach us here: https://t.co/hApLpMlfHN so we can look into this with you in real-time. ^EZ,Mon Oct 16 03:33:46 +0000 2017,1258634;1258633
conv_1258932,1258935,1258936,@AmazonHelp I've deleted original tweet thanks. Who do I give order details to if not here.,@414987 pass on your details here: https://t.co/JzP7hlA23B we'll help ^AS,Thu Oct 26 09:02:55 +0000 2017,1258935;1258936
conv_1258940,1258940,1258939,"@115850 Hi, can you update me when will OnePlus 3T be available in stock?","@414989 Currently, we do not have any information. Keep checking back on our website. ^PS",Thu Oct 26 08:48:22 +0000 2017,1258940;1258939
conv_1258942,1258942,1258941,"Thank you @115850 
Your customer service guy (Shubham) was extremely helpful &amp; had my product delivered just as and when I wanted.",@394181 Glad to know that you've received the order. Do keep us posted for any further concerns. We'll be happy to help. ^AR,Thu Oct 26 08:43:00 +0000 2017,1258942;1258941
conv_1258973,1258974,1258975,@AmazonHelp There is nothing in the mail and I need my product or replacement since it is your fault/Please call me 9910415115,"@414991 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^MJ",Fri Oct 27 04:50:58 +0000 2017,1258974;1258975
conv_1258980,1258981,1258983,@AmazonHelp That it would be delivered tomorrow.  And it wasn’t.,@388537 What is the tracking information showing on this order? ^CR,Thu Oct 26 08:54:31 +0000 2017,1258981;1258983
conv_1259004,1259004,1259003,Not concerned about @115821 delivery! Especially when this is how they drop off packages. #amazondeliverysucks https://t.co/rNKNb03szN,@414995 Sorry to see this. Can you contact us here: https://t.co/hApLpMlfHN? ^MC,Thu Oct 26 08:46:31 +0000 2017,1259004;1259003
conv_1259012,1259013,1259014,@AmazonHelp Can you ensure this link is available and visible for all future orders ?,"@414997 Yes, you can certainly reach us using the secured link mentioned above for your future orders. ^AU",Thu Oct 26 09:45:51 +0000 2017,1259013;1259014
conv_1259016,1259016,1259015,@115830 when someone with prime preorders a game please guarantee delivery in the morning of release day instead of stealing our game time,"@261906 Ok, thanks for the feedback. ^KM",Thu Oct 26 08:45:29 +0000 2017,1259016;1259015
conv_1259284,1259285,1259286,@AmazonHelp Unable to find your mail. Last mail i received from Amazon was regarding the delivery of the product. No emails from Amazon after that.,@307868 Could you confirm if you've received any mail from our Social Media Escalations Team ? ^AU,Thu Oct 26 09:22:27 +0000 2017,1259285;1259286
conv_1259294,1259295,1259297,@AmazonHelp Nope. I put the password in and since the app updated it wants to verify my identity. So it has sent a verification code (6 digits).,@415050 Have you gotten in touch with us directly regarding this issue? ^NV,Thu Oct 26 09:15:03 +0000 2017,1259295;1259297
conv_1259302,1259296,1259294,"@AmazonHelp When it comes it has a 10 minutes life on the code, but the life was from when the original request was made, so it's useless.","@415050 When you are referring to a code, do you mean the password to your Amazon Android app? ^CD",Thu Oct 26 09:07:08 +0000 2017,1259296;1259294
conv_1259308,1259308,1259306,Our Amazon delivery guy always tries the handle before knocking. If the door’s unlocked he’ll just walk right in. It’s not okay. #amazonkey,"@415051 Hi Matt, sorry to hear that. Has the driver entered your house in the past? Does this happen with a particular carrier? ^JJ",Thu Oct 26 08:50:18 +0000 2017,1259308;1259306
conv_1259681,1259680,1259679,"@AmazonHelp I don't see why there would be an option, surely it should come in an Amazon box regardless. Peeling labels off with ruin the box too!","@415144 Sorry, it depends on the item, the link sent previously has more info about this. ^JJ",Thu Oct 26 09:21:48 +0000 2017,1259680;1259679
conv_1259695,1259695,1259694,@129773 hiya - what time is ep 3 of Mr. Robot released?,"@415148 I'm sorry, we don't have any further info on this. We recommend to keep checking the site &amp; social media for updates. ^KM",Thu Oct 26 09:12:01 +0000 2017,1259695;1259694
conv_1259885,1259886,1259888,@AmazonHelp I’ve seen how helpful y’all are since the past 7 days! #fantastic #ServiceDelivery #painfulexperience @115850 #amazon,@415188 Kindly elaborate your concern. We'd like to help. ^SG,Thu Oct 26 10:22:29 +0000 2017,1259886;1259888
conv_1259887,1259887,1259885,@115850 I am amazed to see such a pathetic service. #Amazon making me suffer #novalue #CustomerExperience #CRM 👎😞,"@415188 Sorry for the unpleasant experience you've had. Please do let us know what went wrong, we'd like to help. ^EM",Thu Oct 26 09:20:03 +0000 2017,1259887;1259885
conv_1259895,1259896,1259897,@AmazonHelp MC when you have sent #pathetic @115851,@158494 We've sent you a correspondence. Kindly check it here: https://t.co/8DAc119Io4 &amp; reply for further concerns ^EM,Thu Oct 26 09:44:15 +0000 2017,1259896;1259897
conv_1259936,1259936,1259935,"@AmazonHelp 
It's happening for the second time. Stuff is not delivered and status is delivered. Order no. 407-7538631-9320351","@415196 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^KA",Thu Oct 26 09:26:31 +0000 2017,1259936;1259935
conv_1260146,1260145,1260144,@AmazonHelp Yes. Sometimes parcels have just been left on my doorstep!,"@415246 As we're unable to view your account via Twitter,pls contact here:https://t.co/JzP7hlA23B so we can look into this.^KM",Thu Oct 26 09:54:50 +0000 2017,1260145;1260144
conv_1260149,1260149,1260148,"@115821 - please confirm- fake email/phishing #scam? Definitely haven't signed up for prime and ""amazon"" email address very dodgy! #Amazon https://t.co/2GAkpqQuQ8","@415247 Hello, thanks for reaching out to us. The email was not sent by us. You can learn more here:https://t.co/gp1boNGvaV ^CR",Thu Oct 26 09:54:55 +0000 2017,1260149;1260148
conv_1260152,1260152,1260150,@AmazonHelp Is there a problem with reviewing just now? Can only add star rating but not actual review.,@415248 Sorry to hear this. Does it give an error message? ^PK,Thu Oct 26 09:43:51 +0000 2017,1260152;1260150
conv_1260220,1260221,1260223,@AmazonHelp I never got a refund for the item that i returned back 1 month ago. Trying to contact your cust service and they are unhelpful.,@415263 Was the item sold by Amazon or a Seller?^CD,Fri Oct 27 07:43:09 +0000 2017,1260221;1260223
conv_1260223,1260224,1260225,@AmazonHelp Amazon prime.,@415263 What were you advised when you contacted us? ^JJ,Fri Oct 27 08:02:37 +0000 2017,1260224;1260225
conv_1260438,1260439,1260441,@AmazonHelp See I have updated whatever is asked. If u r that serious t solve the issue you should have called me right. Don't Just lie,"@182213 If you've shared the details in the link provided earlier, we'll look into it and get back to you. Appreciate your patience. ^MO",Thu Oct 26 13:42:20 +0000 2017,1260439;1260441
conv_1260454,1260455,1260456,@AmazonHelp So far u have failed t explain reason for not delivering two repeated order,"@182213 Simentaneously, you could reply to one of our emails and we'll get to you soon. (2/2) ^VM",Sat Oct 28 04:53:28 +0000 2017,1260455;1260456
conv_1260473,1260473,1260469,"@115821 porno discs and images keep coming up on your site when I search on ""HD DVD.""  not cool.  I've reported but the keep showing.","@415311 When you put in HD DVD, do you then select a genre?^CD",Thu Oct 26 09:55:58 +0000 2017,1260473;1260469
conv_1260478,1260479,1260484,@AmazonHelp Seriously. Please just deal with it. Escalate the issue please,@415311 We have requested that you fill in the form so we may do this. Please let us know when you have filled it in. Thank you. ^MC,Thu Oct 26 11:08:22 +0000 2017,1260479;1260484
conv_1260489,1260488,1260487,"@AmazonHelp Please guide me on how to report and ensure I get my refund. According to him, the book is damaged and hence he wants me to cancel the order https://t.co/b9aGsu00K3",@415313 Allow our support team to investigate this. You can report this here: https://t.co/R3EfhzgU8B. ^CB,Thu Oct 26 10:00:24 +0000 2017,1260488;1260487
conv_1260589,1260589,1260588,"Your order for FU-ZONE Men Grey, Red Canvas Loaf..cancelled. If you have already paid, refund will be.....
What's wrong with @AmazonHelp?",@415335 You should have received an email communication for the same. Please check here: https://t.co/wRV2ho5N6B ^RW,Mon Oct 16 03:37:44 +0000 2017,1260589;1260588
conv_1260652,1260652,1260651,"@115850 is there any offer on duffle bags, in these three days I have not seen one duffle bag in offer. I am waiting !","@415347 We've new deals coming every 30 minutes, request you to stay tuned. ^SH",Mon Oct 16 03:20:01 +0000 2017,1260652;1260651
conv_1260800,1260802,1260804,@AmazonHelp I have not had my prime refunded,"@415377 Apologies, please call us on the number found via this link: https://t.co/zYVX1Qi29G so an agent can escalate this for you. ^JJ",Thu Oct 26 10:28:07 +0000 2017,1260802;1260804
conv_1260813,1260810,1260809,"@AmazonHelp Thing is, I don't want to return the book because I know it will take a long time for you to replace it :( it just looks used https://t.co/ZhXuro0FiD",@415378 here: https://t.co/4o5PqP90vH to initiate a return. (3/3) ^KA,Thu Oct 26 10:04:24 +0000 2017,1260810;1260809
conv_1260822,1260822,1260821,@115821 . U have cancelled my order without any prior notification. This is the way u handle ur loyal clients.,@206642 Request you to check for the email correspondence here: https://t.co/fYrzNInVt2. 2/2 ^SB,Thu Oct 26 09:56:32 +0000 2017,1260822;1260821
conv_1260832,1260833,1260834,"@AmazonHelp Please provide me the link im nt able to see any link sent by your team.
Or u can call me at +918952019583.",@206642 No problem! You can reach us here: https://t.co/gD4XFsqwkz ^KJ,Thu Oct 26 15:41:57 +0000 2017,1260833;1260834
conv_1260865,1260867,1260868,@AmazonHelp @115850 u delivered single product to 3 different addresses. How on earth is this possible. Every time I have a word with your team they tell me some different address. Wouldn’t be glad to hear 4th address. Wake up @115851,"@383566 Apologies for the experience, Himesh. Please reply to the email we've sent. We'll check your details and assist further. ^SV",Thu Nov 09 02:20:16 +0000 2017,1260867;1260868
conv_1261127,1261127,1261126,@115821 @AmazonHelp Thank you you to Asha customer service rep for all her help with my order this morning and fixing it. Proud Prime Member,@415440 Go Asha! You can leave feedback for her supervisor by completing the survey in the follow-up e-mail. 😊 ^LB,Thu Oct 26 15:10:48 +0000 2017,1261127;1261126
conv_1261137,1261137,1261135,"@AmazonHelp Hi, my order was supposed to arrive the 24 but it hasn't, and it keep saying it will arrive the 24. What can I do?","@415442 Hello Juan, for better assistance, can you please let us know which site you order from https://t.co/GlsPG8r8Ms, etc.? ^LM",Thu Oct 26 14:26:55 +0000 2017,1261137;1261135
conv_1261153,1261153,1261152,"It's like I got effed both ends, I lose 34 bucks cuz @115821 charged me three days before #SuperMarioOdyssey but I'm not getting my 2 days!","@351858 Hi, Marty! Have we missed the expected delivery date? You can find out here: https://t.co/Y5jpI9gRhE Please let us know. ^KL",Thu Oct 26 15:01:25 +0000 2017,1261153;1261152
conv_1261164,1261165,1261167,@AmazonHelp Why in the world would i order a laptop from you if i already have one at my home ? Hope you are looking foward to provide a refund ! Thanks,"@415447 Abhishek, we won't be able to assist you unless you share the details via the link provided. Appreciate your understanding. ^MS",Thu Oct 26 15:23:18 +0000 2017,1261165;1261167
conv_1261168,1261166,1261164,@AmazonHelp Link not responding ! Is this for real ? Worst service by @115850 #CrapSale,"@415447 The link seems to be working fine, Abhishek. Kindly use a laptop/desktop to access the link. Keep us posted. ^NK",Thu Oct 26 15:00:39 +0000 2017,1261166;1261164
conv_1261187,1261188,1261190,@AmazonHelp Can we take this to DM's please?,@415451 You can DM us using the link below! ^NC https://t.co/1XyLaGkcaN,Thu Oct 26 15:19:17 +0000 2017,1261188;1261190
conv_1261871,1261872,1261875,@AmazonHelp What else information do you require ?,@126087 I understand your concern on delivery. Please report this to our support team here: https://t.co/vlvfJr4nN9 &amp; we'll help you.^BS,Thu Oct 26 10:41:40 +0000 2017,1261872;1261875
conv_1261872,1261874,1261876,@AmazonHelp Delivery boy came and without calling he left with undelivered product.,@126087 Our support team will be happy to look into this. You can connect with us here: https://t.co/R3EfhzgU8B. ^CB,Thu Oct 26 10:42:32 +0000 2017,1261874;1261876
conv_1262240,1262240,1262238,@AmazonHelp @116324 Because a hermes courier forgot to scan a parcel a customer has opened a AZ claim which threatens my @115830 account https://t.co/DCbQAjlDdw,@415653 Sorry to hear you had an issue with getting an order. Have you contacted us? ^MC,Thu Oct 26 10:40:24 +0000 2017,1262240;1262238
conv_1262653,1262653,1262651,Who gets the 7 years bad luck if it arrived like this @115830 @173744? Bagsy not me!😱😱😱 https://t.co/BvNGJn9zZD,@298154 Sorry to see this. Can you contact us here: https://t.co/JzP7hlA23B? ^MC,Thu Oct 26 10:53:10 +0000 2017,1262653;1262651
conv_1262663,1262663,1262661,@AmazonHelp What i order and what i received. there is a lot of difference between them. i ordered which shown in pic and received only 1 pc https://t.co/2VUjTGOsEC,@219990 Have you reported this to our support team here: https://t.co/vlvfJr4nN9? We'll be glad to fix this for you. 2/2 ^MJ,Thu Oct 26 10:39:45 +0000 2017,1262663;1262661
conv_1263000,1263000,1262998,"@AmazonHelp just wanted to check if you no longer offer that welcome kit (keychain, welcome note etc.) with Prime Membership @115850?",@162519 Right now we are not offering the welcome kit as it was just a promotion when prime was launched for the first time.^GU,Mon Oct 16 05:00:44 +0000 2017,1263000;1262998
conv_1263080,1263080,1263078,"Don't put things in your @115821 basket when pissed and not check when you order at a later date. Yours the proud owner or 85,000 waterbeads","@415815 oh my god, I'm in hysterics!!! Don't worry you can refuse delivery OR cancel the order :) ^AS",Thu Oct 26 11:08:48 +0000 2017,1263080;1263078
conv_1263414,1263415,1263416,@AmazonHelp Please ask your delivery guy to contact me today asap. Tracking # 350132321895,"@415889 Please don't provide your tracking details, we consider it to be personal information. Our page is visible to the public. ^KA",Fri Oct 27 03:50:08 +0000 2017,1263415;1263416
conv_1263423,1263422,1263421,@AmazonHelp Already shared the details if u may check.,@414784 Thank you for sharing your details. We've received them and will get back to you with an update. ^AU,Thu Oct 26 11:18:37 +0000 2017,1263422;1263421
conv_1263936,1263935,1263934,@AmazonHelp Never seen it before :) thanks for confirming!,"@236995 No problem! If you have any other questions or concerns, please reach out to us anytime. ^TH",Thu Oct 26 11:28:25 +0000 2017,1263935;1263934
conv_1263980,1263980,1263978,"@115830 thank your driver for trying the door, when no answer throw parcel over the fence and leave in rain with no note pushed through 💩",@415998 Oh my! I'm sorry for the poor delivery. Have you been able to reach out to us via phone or chat? https://t.co/JzP7hlA23B ^AL,Thu Oct 26 11:37:35 +0000 2017,1263980;1263978
conv_1263991,1263992,1263993,"@AmazonHelp Order #403-6778456-2508304: No refund after pickup
Order #403-7280635-4699515: No replacement after delivery at wrong address.",@416000 Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. ^SG(2/2),Thu Oct 26 12:04:17 +0000 2017,1263992;1263993
conv_1262843,1264413,1264414,@AmazonHelp Provided the details,@415769 Thank you for writing back to us. We're right on it! ^PR,Mon Oct 16 05:54:53 +0000 2017,1264413;1264414
conv_1264433,1264433,1264431,@115850 order was to be delivered yesterday had no intimation of change Amazon team went ahead and updated rescheduled on customer request https://t.co/UZecw20LC8,"@416099 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW",Mon Oct 16 05:22:21 +0000 2017,1264433;1264431
conv_1264467,1264468,1264469,@AmazonHelp any update please share timeline in what time my replacement reach my home,"@416100 Once we receive the details, we will get back to you the latest by 12 hours. Appreciate your patience. ^BS",Fri Oct 27 12:39:27 +0000 2017,1264468;1264469
conv_1264469,1264470,1264471,@AmazonHelp @416100 details already provided on given link what do you want now you  no satisfactory reply till now,"@416100 We've received your details, our team will reach out to you soon. Appreciate your understanding. ^MA",Fri Oct 27 14:11:36 +0000 2017,1264470;1264471
conv_1264486,1264488,1264490,@AmazonHelp I don't care resolve my problem,@416100 Request you to kindly revert to the email sent to you so that we can assist you better. ^VG,Sun Oct 29 18:06:54 +0000 2017,1264488;1264490
conv_1264517,1264517,1264516,"@AmazonHelp all the prime items i checked so far quoted Oct 28 for NJ address but all of them quoted Oct 30 for CA address, not 2 days????","@416105 Hello there! The two-day shipping starts from transit time, not from the day its ordered. Find info here :https://t.co/Mjz6XlIqFE ^AL",Thu Oct 26 11:56:56 +0000 2017,1264517;1264516
conv_1264553,1264554,1264557,"@AmazonHelp One guy came gave these two receipts didn't give any confirmation, picked the items and ran away. https://t.co/pZQrp9futE","@416112 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA",Tue Oct 17 10:54:20 +0000 2017,1264554;1264557
conv_1264563,1264565,1264566,@AmazonHelp Are u kidding me jokers? I have given the receipts here already. Anyone can view it. You link has no scope to upload pictures.,"@416112 I get your disappointment, Dr. Dipankar. Could you confirm, reporting this to our support team using the link shared earlier? ^MP",Tue Oct 17 13:36:31 +0000 2017,1264565;1264566
conv_1264579,1264579,1264577,@115821 @118919 worst service ordered book haven’t received but still it says it has been delivered to home ? Wtf Im at home only 1/2 https://t.co/DZ7jYAIvCz,"@416115 can assist you accordingly. Please don't provide your order details, we consider it to be personal information. (2/2) ^JS",Thu Oct 26 11:40:12 +0000 2017,1264579;1264577
conv_1264586,1264589,1264590,@AmazonHelp I’ve shared the details and no call back or update on it wtf @115821 @118919 @115850,@416115 Thanks for sharing your details with us. You'll be receiving correspondence to your email id. Keep an eye on your mailbox.  ^ZH,Sat Oct 28 04:28:20 +0000 2017,1264589;1264590
conv_1264593,1264593,1264592,"@AmazonHelp @116316 after been for so many years a loyal prime customer, I am gonna delete my account, I am so disappointed at amazon.",@416116 Oh :( What happened? Maybe we can help. ^MS,Thu Oct 26 11:58:23 +0000 2017,1264593;1264592
conv_1264602,1264600,1264599,"@139570 @416119 Yeah well, I ordered a one plus 5 from your EXCLUSIVE SALES PARTNER AND GOT THIS!!!!!!!! @AmazonHelp DISGUSTING! https://t.co/zMB6ifu8aF",@416118 Sorry about the mix-up. Kindly connect with us here:https://t.co/vlvfJr4nN9 and we'll sort this out right away. ^PB,Thu Oct 26 11:54:15 +0000 2017,1264600;1264599
conv_1264607,1264607,1264606,"Hi @115830 I am a Prime customer, but I’m about to move to IoM. I was wondering if this would make any difference to delivery/account","@199862 Hi, thanks for contacting us. You can find some info about Prime Delivery addresses here: https://t.co/1l2XtJ6Zor. ^JJ",Thu Oct 26 11:52:18 +0000 2017,1264607;1264606
conv_1265083,1265084,1265086,@AmazonHelp It was purchased directly from Amazon &amp; returned directly to Amazon! Of course if they had sent the complete package rather than just half of it in the first place we wouldn’t be going through any of this!! We have €3 left in our account to last a family of 5 a week!!!,@416241 Please contact us so we can confirm the return status :  https://t.co/JzP7hlA23B  ^TD,Thu Oct 26 12:32:57 +0000 2017,1265084;1265086
conv_1265111,1265112,1265114,"@AmazonHelp Yes, quite a few times this &amp; last week.","@171449 We'd like to look into this with you! When you have a moment, please fill in your info here: https://t.co/rxeiWjWQ4F ^TG",Thu Oct 26 13:18:05 +0000 2017,1265112;1265114
conv_1265132,1265133,1265134,@AmazonHelp El contestador me dice que esta en almacen,@405207 El pedido ¿es vendido y gestionado por Amazon o es vendido por un vendedor externo?  ^DA,Thu Oct 26 13:01:19 +0000 2017,1265133;1265134
conv_1265148,1265148,1265147,"@116928 please get rid of Correo Express for shipping, they are never on time, make you wait all day, useless at customer service.","@416248 Hi, we're really sorry for the inconvenience. Could you let me know if you have any pending delivery? ^AZ",Thu Oct 26 12:16:20 +0000 2017,1265148;1265147
conv_1265173,1265174,1265176,"@AmazonHelp Oh yes ,I have",@219480 We haven't received your details yet. Request you to share your details again through the secured link provided earlier.^OS,Thu Oct 26 12:23:04 +0000 2017,1265174;1265176
conv_1265189,1265191,1265192,@AmazonHelp Request you to merge amazon pay account as per below request. https://t.co/bSvErzg7Ey,"@416255 Thanks for the update, appreciate your patience while we work on it. ^MJ",Mon Oct 16 07:07:27 +0000 2017,1265191;1265192
conv_1265202,1265202,1265201,"@115850 Booked a mobile, Payment made by SBI credit card. when I will get my Cashback?","@416257 For any further queries, kindly contact us here: https://t.co/rS49hgaADF and we will be glad to assist you. (2/2)^VH",Mon Oct 16 05:35:55 +0000 2017,1265202;1265201
conv_1265212,1265210,1265209,"@AmazonHelp I already have. This has become a regular feature. First, attempted delivery 10.08pm?) Then 'delivered'. Is it some kind of scam?","@120030 Please drop your details here: https://t.co/bAMlu6unN1, we'll check and get back with an update. ^HT",Mon Oct 16 05:49:11 +0000 2017,1265210;1265209
conv_1265285,1265287,1265288,"@AmazonHelp Well, I have ordered with prime product with extra charge. Therefore why would your customer wait for 4long hours???",@416282 Apologies! I'll be sure to forward this as a feedback internally. ^AG,Mon Oct 16 06:18:16 +0000 2017,1265287;1265288
conv_1265678,1265678,1265676,@115850 Need help from the resolution team of amazon.in. please respond me asap. In a serious problem.,"@416378 We are here for your assistance, Dinesh. How may we help you ? ^KS",Thu Oct 26 12:37:34 +0000 2017,1265678;1265676
